,date,review_text,rating_score,is_edited,username,title_text,country
118,2020-12-09 17:26:53,"This is the kind of app that can either be really useful or really frustrating. XD has an excellent mirror app that works pretty well. I love Figma, but this app needs attention. As a mobile designer, it’s super helpful to be able to design real time on the phone, almost as if it’s my primary screen. This doesn’t stay connected enough to do it.

- frequent disconnections or black screens 
- stop jumping around to different frames! Please let me at least lock the view
- destroys my battery. Gets so hot my screen dims
- let us use usb for a more stable connection! Wireless is nice but I need reliability

Hope you all are able to prioritize this app soon. A good mirror app really lets you design in context. Every designer should be using one. Sadly I can’t recommend this one yet 😔 but looking forward to when I can!",1,False,garethtj,"Disconnects, buggy",us
119,2019-12-02 20:28:45,I sign in with my google info. After that a screen is prompted telling me to select info on the canvas. But my only option is to press the logout button. I’ve tried pressing everywhere else on the screen and nothing happens. I’ve only seen this screen and the login screen. Not user friendly at all. My advisor recommended this app for me to create hi-fi prototype and I can’t even begin. My project is due now and I have not accomplished anything for it. So frustrated and disappointed.,1,False,violetshy333,Frustrating!!!,us
120,2020-08-14 19:34:39,"We launched a new local shopping app, lokii, and I’ve used Figma for every single step of the design. I probably use this app once a day to test the proportions and look at layouts on my phone. Thank you for making all my design dreams come true!",5,False,MaryC848,Can’t live without it,us
121,2020-08-05 01:01:44,"The app is amazing and much better than anything you’ll find anywhere else. No it’s not perfect but it Live Edits and shows results and prototypes perfectly.

10/10",5,False,qwertyuippsjh,Don’t believe the negative reviews,us
122,2019-01-25 19:39:34,"You simply need to select a canvas on your desktop and it appears instantly in the app. 

It seems that 90% of the negative reviews are based on two things: 

1. It doesn’t have prototyping yet
2. You can’t select the canvas from your mobile device. Read, people. 

Given how long we’ve been designing with clunky mobile viewers or static image exports, this is great. For example, I can see pixel nudges almost instantly, and the app respects the “fixed” vs. “scroll” states. 

Prototype enabling would be awesome.",5,False,dejaclarity,Does what it says,us
123,2017-01-17 15:04:29,"Its the perfect companion app for Figma, previews work great and I love how easy it is to select the frames we would like to preview.
Biggest + for this app is that you can preview what your colleagues are working on too because it is not limited to local networks",5,False,Rami Debab,Perfect,us
124,2020-03-26 09:15:41,"iPhone 11 Pro Max, and up to date Mac...same Wifi. Nothing. Never got to see it work. The last update was 10 months ago...and it shows. But, I LOVE Figma. I just hope they can get this app working. It would probably be best if the default connection for the mirror is to a presentation view in the cloud...with a fallback to LAN if available or as an option.  That way it always just works...",2,False,zeroverse,Didn’t work for me,us
125,2020-05-15 06:42:34,"After deleting and redownloading as well as restarting my phone, the closest I’ve gotten is a page that looked incredibly broken for me to log into once out of dozens of attempts to open the app. Either there a loading screen that I get impatient and close out of after three minutes or it crashes immediately. Disappointing because I thought this app looked super useful.",1,False,ande23,I could give a better review if the app actually opened,us
126,2018-09-18 14:42:03,"Has never worked for me. I keep crossing my fingers and hoping they’ll go update it, but it seems they dropped it. It’d be really nice to be able to check your designs on your mobile device like you can on all the other design tools.",4,False,Fightamin,Has never worked,us
127,2021-04-20 20:16:15,"For a platform as mature and widely used as Figma I expected a much higher level of usefulness than it offers. First time user having almost switched from sketch & InVision, though this is giving me second thoughts. 

How do you share a mobile MVP with a client with Mirror? You don’t right now...

Last update 9 months ago? Cmon.",2,False,Crashing party,Pretty weak when compared to the competitors,us
128,2021-07-01 04:36:03,"My first time using the app, it’s amazing. I’m not sure why so many people are experience issues with the app. Might be I have an apple computer with apple phone",5,False,Kongni0101,So far so good,us
129,2018-04-28 18:57:00,"I want to give this app 5 stars because the idea is great. I should also mention it is working for me on my iPhone 6S Plus. One report mentioned it doesn’t work on the iPhone X.

It still needs a whole bunch to be used in a production environment. And I’m excited to see how the developers give us next.",3,False,DanTheColoradan,Keep the updates coming!,us
130,2021-10-04 09:31:42,One problem with this app is that I can't switch between my accounts. I must log out...!,5,False,mahdicarimi,Account,us
131,2017-09-20 14:50:19,"It would be great to be able to interact with prototypes on-device. Additionally, auto scaling would be great as I personally have an iPhone 7 Plus but there are projects where I’m mirroring the iPhone 7 (non-plus). Also a little laggy at times in detecting the selection of frames. Looking forward to a new release that addresses all these issues.",2,False,K Dhiman,Prototypes missing,us
132,2018-11-25 22:11:44,"I love Figma and I was really excited for the mobile app but soon after I downloaded the app I was no longer able to use it, as soon as I log in it takes me to a screen asking me to select a frame or component. However it’s non responsive once I try to select anything.
.",3,False,irubiel moreno,Non responsive,us
133,2020-02-06 20:21:44,"I use this app pretty much everyday and consistently run in app freezes which require me to close out of the app and open it up again. 

When it does work it’s ok. Overall feels lacking in features.

This all seems like a huge oversight from Figma considering how important the mobile experience has become in the world of UX.",2,False,tazernow,Disappointing,us
134,2020-05-10 11:14:45,It does not do much. But it works fine in what it attempts to do. Really useful to have on the iPad beside your main computer while designing.,5,False,JonGretarB,It does what it claims to do,us
135,2018-08-06 16:11:10,"Figma Mirror is not a stand-alone application. It’s simply intended as a presentation device You have to have Figma open on your desktop to select a canvas. 

Once you do that (assuming you are signed in to the same account on both devices), the selected canvas will appear on the device running Figma Mirror (it’s in the name).

I just d/led the app on my iPhone X and it worked perfectly. 

It would be nice to have a canvas selector in the app, but it does as advertised.",4,False,W. S. Pickle,Not a standalone app,us
136,2021-02-23 22:04:59,"Figma mirror has always worked so well, but an entire year now, I haven’t been able to get it to work. I’ve tried logging out and back in on both devices and have checked internet connections and nothing seems to work.  Completely broken and unusable.",1,False,jackson.lloyd,Stopped working,us
137,2019-05-02 04:57:05,"This does not give the option to fit or fill the device screen. Unfortunately, this breaks the experience and makes other solutions like Marvel more compelling. 

Otherwise, the app is decent.",3,False,Pixel Sage,Doesn’t scale the way I want,us
138,2021-08-06 16:59:20,"So hard to go trough a whole prototype with this app … it just stops working. So frustrating. Please fix this bug issues, this app is part of the experience when creating with figma. Pay attention. Be better.",2,False,marianacury,So buggy,us
139,2021-03-16 23:09:02,"I have the latest version of the desktop and mobile app, and none of the frames appear from desktop. You have to be in the browser",2,False,Soybones,Only works with the web app,us
140,2020-06-28 16:58:13,I really love figma. There is not reason to rate it for 3 stars. I would rate 5 stars because I it provide what I need. Need more work tho,5,False,Ahaghahajajajajgagsg lamka,Needs more work,us
141,2021-07-10 01:48:50,Instant mirror prototypes from laptop. What not to love? Does exactly what it’s supposed to do.,5,False,Emmamahu,What not to love?,us
142,2020-06-17 09:01:19,"Mirror the current frame of the current figma document my account has open, that’s all I want you to do.

But if I look away from either the mirror or Figma app for ten minutes? Lol, no more reflection.

If I switch between too many frames in a short span of time? Lol, no more reflection.

Working on something involving images, translucency, and blurred layers at the same time could be genuinely considered abuse towards epileptic designers. 

250mbps bare minimum internet, $5k combined workstation, like 8 $1k+ test devices, and a terribly written app to wrap it all together. Bravo my company’s taste in tooling, bravo.",1,False,revisedadviser,A simple idea that’s been totally fumbled.,us
143,2020-12-01 16:52:52,Love Figma but this app needs some TLC. Nearly every time I go to another app then return to this one the screen just goes black and I have to reopen the app. So frustrating.,4,False,FrequentAppUserOFtheworld,Love Figma but wow App Crashes a lot,us
144,2020-08-07 16:46:03,"I find it hard to write this sentence because it’s actually true... there is literally only one feature on this app and it is to log out.

Yes–log out. That’s it. No, nothing else, just log out. Seriously. 

On a brighter note, the logout feature does work. So, there’s that.",1,False,Miekeru,Log out is literally the only feature,us
145,2021-10-12 15:23:55,"We use this iPad for testing at our office with multiple designers who use it. The log out functionality no longer works, so we can’t switch to a new account for testing different projects",1,False,Ventive,Can’t log out to switch user,us
146,2020-10-22 21:15:05,"I love Figma and until recently the app has been working fine. I’m not sure whether it’s on Apple’s end or Figma’s, but when prototyping the screen on my phone flickers a crazy amount.",3,False,ricecake456,Glitchy on iOS 14,us
147,2019-10-01 03:09:34,"Telling that the last release of this was 4 months ago, despite numerous fixable issues. If it’s not going to be a priority at all, you shouldn’t have released it. Unfortunate since the desktop and browser tools are so excellent.",2,False,JamesKN90,Support,us
148,2021-10-15 17:17:06,Used to do what it needed to. Now I just get a spinner then a black screen. Can’t see prototypes or show the menu to log out/reset.,3,False,soundcloud.com/milogreen/,Stopped working,us
149,2021-09-03 15:34:32,"Apparently, unless you are sitting at a desktop it doesn’t work. No clue why you would want that function. I need this to work when I am away from my desktop.",1,False,Nayk idboys,"Can’t use on mobile, total waste",us
150,2021-07-22 15:07:42,I love it but please add account switching. Logging out doesn’t work - so I continuously have to delete and reinstall the app,3,False,Steve 11211,Can’t log out on iPad,us
151,2021-04-08 16:40:33,"The app connected for the first few times and that’s it. Just black screen now. I tried to restart my phone and laptop, log in/log out, delete the app. But I can’t get it to work :(",1,False,Mar-feja,The app does not see the frame,us
152,2021-01-27 21:31:41,"The finicky aspect of this app makes it very frustrating to use - sometimes mirror would stop working and not update, sometimes it would crash continuously. Unfortunately, my team needs to use this",1,False,David N Huang,Reliability is incredibly lacking,us
153,2020-09-28 04:00:03,"The app is super laggy, sometimes I can’t even login. 9 times out of 10 you need to restart Mirror to see your updates show up. The phone heats up like there’s no tomorrow—overall just a miserable experience for what seems to be world’s most promising design tool.",1,False,SashaAgapov,Overheats my phone,us
154,2021-03-24 11:08:43,"A company that helps people design apps creates possibly the most dysfunctional app imaginable. I can’t get mine to work at all, and it seems like even if it worked, it wouldn’t do nearly as much as I would want it to.",1,False,amitchy,Really?,us
155,2021-11-12 22:08:51,Sometimes it sync sometimes it’s not…It very frustrating and all I need is a reliable prototype tool.,2,False,YP Chuang,Unreliable wifi connection,us
156,2021-08-15 15:50:58,Great for making more accurate changes to apps for iPhones and androids!,4,False,MCKidlet,I love it!,us
157,2018-01-16 22:21:32,"Wrote in support ticket a while ago and still see no progress. Almost want to give up and redo things in Sketch. So if you guys heard the complaints, please fix this tool.",2,False,Fanafanny,"Very laggy, almost not usable",us
158,2021-04-24 00:24:41,This app is literally a screen that says to log out. There’s nothing. It’s unbelievable how bad this is for a tech company. Whoever created this should be executed.,1,False,bees-churger,The App Store needs to offer 0 star ratings because of this app,us
159,2018-07-20 11:16:27,"Nothing appears on screen except a few words about how you can use the app without a specified WiFi. Interesting how the sign out button works well, but nothing else. The User Experience is not good.",1,False,D-UX,Blank Black Screen Once Signed In,us
160,2020-08-10 13:28:29,"Don’t listen to the negativity, this is an elegant piece of software.",5,False,mattm127,Intuitive,us
161,2021-06-15 14:57:36,"Don’t really know what else to say, except I hope I can convince my company to get off this buggy, amateur, time-wasting junk app. If I could ever just have this thing work on a daily basis, I’d die of shock.",1,False,LoganRobbinsLA,How embarrassing,us
162,2019-10-22 04:22:00,"It doesn’t fit the frame to your phone.

So if your phone is 18:9 but the frame is designed at 16:9, parts of the content will be simply cut off at the bottom. FIT the content, don’t FILL.",2,False,babydubs,Ruined by simple flaw,us
163,2020-07-02 23:48:43,"Literally have to force quit the app several dozen times a day. It never works lol. Currently able to load a screen, but have to kill the app each time I make a change to see it adjust",1,False,tkll1bryc,So buggy,us
164,2021-06-04 02:15:17,Why does it require that I have a desktop window open to view the file on the app? Why not just let me load my files/canvas directly in the app?,1,False,OG Amer,Confusing UX decisions,us
165,2021-11-23 10:40:47,It doesn’t even open. After signing in a pop up to sign out shows up. Nothing else I am able to do but sign out.,1,False,Gimmie Nickname,Is my phone too old?,us
166,2019-11-21 23:27:31,"Works fine, but is missing some key features: render at 1x instead of stretching to fill screen, disable hotspots for usability testing.",2,False,corbinmuraro,Lacking features,us
167,2020-08-30 20:04:04,"Crashes all the time. Every time I use it, it inevitably crashes, without fail. Incredibly frustrating.

Please enable syncing via cable, as Sketch offers. It seems to be more reliable",1,False,thuan.n,Too buggy,us
168,2016-11-28 02:32:42,hope auto scale in different device,5,False,ao.leo2016,different screen support,us
169,2021-10-14 05:13:48,"It works and then it doesn’t, it freezes a lot. I rest love the concept and it’s extremely useful when it does work.",1,False,kbumblet88,Very buggy,us
170,2021-03-06 05:57:13,Please fix it 😢. Our design process is compromised without it.,3,False,Lkg288,Please,us
171,2019-01-09 20:55:21,I have an iPhone XS Max and this app doesn’t support it so it makes it impossible to preview things correctly.,2,False,WhtR88t,Doesn’t Support my Device,us
172,2020-06-24 08:01:38,Don’t know why it just won’t login. It log me in to webpage and when I try to return to my app it never log me in,2,False,kc10711,Can’t log in with smal,us
173,2021-09-26 20:07:39,"As soon as I logged in using my Google account, I received a notification from my phone that my passwords were compromised! DONT DOWNLOAD!!!",1,False,Kelsbum,Stole my passwords! This might be a hacker app,us
174,2021-01-07 18:49:12,I’m using an iPhone X. Never had any issues and now it’s just a small window instead of the full screen.,1,False,gfddygvhkgvkjhvyi,Why is it not the full screen?!!!!!,us
175,2020-09-23 13:13:44,"Can’t even login, the captcha won’t load properly in the app. What a lazy implementation, “let’s just do a web view for everything and go to lunch”.",1,False,Voltaire2020,Poorly made,us
176,2019-12-01 20:44:46,"I downloaded the app, logged in to my account, and then it just prompts me to logout. No other options are available. Lol well alrighty then... y’all are weird.",1,False,michaelstevens803,Pointless,us
177,2021-09-28 15:57:57,App doesn’t work. My designer at work uses this on desktop so was excited to see an App.,1,False,Kitstanwood,Doesn’t work,us
178,2021-09-18 02:33:00,App ever. What does it even do? You can’t connect nor log out of the app.,1,False,loincom,Quite possibly the stupidest…,us
179,2020-04-14 20:12:12,"Logged out, deleted the app, restarted phone etc. what else do I have to do to be able to mirror a design on my phone?",1,False,bye bye Sketch,Come on Figma,us
180,2017-01-20 02:26:15,Figma is the perfect tool for design. Vector networks 😍,5,False,KushSingh,Love it,us
181,2017-11-11 15:36:10,"Very useful tool for quick visual tests, replaces the need to export and view screenshots.

Badly needs an iPhone X update!",3,False,Simon Corry,Great For Visual Tests,us
182,2019-07-10 00:23:18,give an option to connect using lighting cable!!! ive switched to invision studio for Prototyping! Yes can you believe it?,1,False,tahsin647787356,i dont use the mirror app anymore,us
183,2019-03-20 18:31:29,"Image is pixelated. 

Preserve scroll position doesn’t work. 

Design is not displayed at its original size. Always scaled to full screen.",1,False,fockthis game,Terrible,us
184,2018-07-09 15:04:38,Even basic sign in doesn’t work.!!,1,False,Frustrateduser11,Even basic sign on doesn’t work,us
185,2021-03-06 21:05:53,"Buggy , crashes. This is where XD has Figma beat.",1,False,dplatt,Buggy and crashes,us
186,2020-12-25 21:48:07,I sign into my account but then does not displays any of my frames...,1,False,emz151,Does not work,us
187,2020-12-14 01:58:05,"The entire screen flashes rapidly on and off when I mirror frames, rendering it unusable. This hurt my eyes and could be dangerous for epileptics.",1,False,bonus3,Strange flashing bug,us
188,2022-05-11 04:08:23,یکی از رادستترین نرم افزارهایی که باهاش کار کردم,5,False,amirhmokh,خیلی خوبه,us
189,2020-12-23 08:59:22,"While previewing a prototype it crushes too much frequently and being UI/UX designing tool, figma mirror app lacks UX. It’s really funny 🤣🤣🤣",1,False,mdraselparvez,Frequently Crush,us
190,2020-03-30 18:04:45,"The app does not work, it only allows me to log out.",1,False,jkl-23,The app does not work,us
191,2020-09-24 19:28:46,Needs work lol,1,False,jkhgfdsghjghfds,Captcha doesn't display so cant get past login,us
192,2020-10-18 00:39:58,"Somehow drains my battery and heats up my phone worse than my 3d fluid simulations.

Also a bug where sometimes elements get stuck.

(iPhone 11 pro iOS 14)

Fix please! <3",1,False,nocpls,Performance issues,us
193,2018-04-18 20:08:52,"I want to be able to use figma, but I can't mirror iPhone X screens",1,False,ericeisher,unusable with iPhoneX,us
194,2019-12-16 17:22:59,Figma Mirror.,2,False,robstorres,What’s worse than Sketch Mirror?,us
195,2022-11-09 20:10:13,Very vas,1,False,Paulofabrigyp,Very bad app,us
196,2022-07-07 06:11:13,"重大BUG，预览长图无法滚动
另外，预览的时候加上翻页的功能吧，这样能方便很多",3,False,Max_Zof,预览长图无法滚动,us
197,2022-03-28 06:30:23,Nice,5,False,jabsbsiizjznsbbs,Nice,us
198,2023-01-25 04:03:39,I really wanna give this app five stars but It’s so hard to find a tutorial on google or youtube on how to export the text animations (OR ANY ANIMATIONS) i made into my camera roll or into a mp4 video. is there anyway y’all can update this an make it a choice? i don’t want it on just on figma. please,3,False,Co co mic loco loco,why can’t i export my text animations or really any animations to my phone or computer?,us
199,2022-11-07 02:37:01,"You’re google login is broken. It makes you re-authenticate over and over. Type my email, then password, then open up the gmail app and tap “yes, it’s me” then tap a security code, then it continually makes you do it. If Figma can’t integrate to a basic Google API, I have no faith in them to have a good engineering shop.",1,False,Crumb head,Google login broken,us
200,2022-08-17 22:05:01,"Cannot log into the app. When I press on the input field to type in username and password, keyboard does not show up.",1,False,iuuyrr,Cannot log in,us
201,2022-11-08 18:41:06,While I’m drawing occasionally I’ll tap a tool in the bar on the bottom. We need a way to collapse it so it’s out of the way!,5,False,wolfman@1,Just need a feature where I can hide the tools,ca
202,2022-09-11 22:15:53,"Way too much personal data collected, this is scary as the content I’m working on is confidential!! I’ve uninstalled the app.",1,False,jm.Fireworks,⚠️Privacy warning!!,ca
203,2022-06-28 19:34:23,"All of the sudden this afternoon, the mirror functionality stopped working. I tried rebooting my Mac, deleting and reinstalling the Figma app on iPhone and still unable to use the mirror functionality.",1,False,Sundancer227,Mirror not working,ca
204,2023-01-22 02:21:58,Only can view work and not build from mobile.,2,False,AlishaGXLD,Just a viewer,ca
205,2023-01-06 15:37:11,How in the world does THIS get 4.5 stars? There is literally no use for this lazy sloppy app,1,False,valerierelav,The most useless app,ca
206,2022-10-11 02:09:10,Amazing experience on iPad Pro,5,False,Lukas1654,Smooth,ca
207,2022-08-24 14:41:38,You are doing great!,5,False,TALIBLIRASHAD,Please add a functionality to read notes/comments,ca
208,2022-09-27 00:14:01,The app is really only for reviewing files.,2,False,pandemicide2,Read Only,ca
209,2022-09-09 23:11:57,"Figma is great, but the reason I rated this 1 star is that Figma is meant for desktops or laptops. If you want to download this, download it on one of those, not mobile.",1,False,TheEternalFlame,Don’t get this on mobile,ca
210,2022-09-05 01:30:05,I would like to try my prototype in landscape mode and I need to drag to navigate. That’s a shame we cant.,2,False,Orbb51,Can’t drag landscape mode,ca
211,2022-08-12 16:18:34,It’s good,5,False,isjrhfht,it’s good,ca
212,2022-03-25 23:02:44,"- Scribble is buggy
- missing file management
- would like to see on screen option control shift keys",5,False,alienslicimsoiebeo,Almost perfect,ca
213,2022-07-13 14:11:12,Why can’t I do anything in this app…viewing is basically useless.,1,False,notcredibleyet,Useless app,ca
214,2022-06-07 16:51:52,"Doesn’t even open anymore just stuck on loading screen. Tried deleting it, rebooting iPhone, and installing it again. Nothing. Can’t work without it",1,False,Rich39183,Stopped working,ca
215,2022-05-23 20:33:22,"Since there is no way to start a jam from a template on iPad, you need to add templates through the toolbar inside a new view. However if you try this, it soft-locks the application. (Noticed with network map diagram)",1,False,Otoris,App crashes on adding templates,ca
216,2022-05-04 11:40:01,"Open a prototype on iPad, not sure how to quit.
Not sure how to enter the preview mode.",2,False,renfrew Chen,Not sure how to interact with the app.,ca
217,2022-02-04 21:55:50,I already have status bar in my UIs and apps status bar overlaying it.,4,False,Kaminsri,Remove Status Bar in preview mode,ca
218,2021-11-24 17:15:12,"One day it works, the next it doesn’t. 

It either doesn’t load and all I see is a black screen or when I click a frame, it doesn’t mirror on the phone. 

It hasn’t worked for days now.",2,False,mackenzielizabeth,Works when it wants to,ca
219,2022-01-10 21:15:25,I seriously don’t understand why the previous app had so many bad reviews. It was way more functional. All this app needs to do is mirror designs on the phone. This new update is so convoluted and messy. I have to close the app every time I want to get back to the homepage because the “go back”functionality is almost non existent.,1,False,Januswrong,New app update bad,ca
220,2022-02-17 14:23:25,I dont see why I’m forced to update from iOS 14.3 which is barely over a year old to continue using Figma... I need to stay on iOS 14.3 so i wont be able to use the app anymore... sad,1,False,MckHerbert28,Forced to update iOS in less than a year,ca
221,2020-12-23 04:15:09,"I’ve seen a lot of bad comments, but I never had any problem with it.",5,False,Ladypink1234,Work perfectly,ca
222,2021-09-23 13:03:17,Can’t even access the app after logging in,1,False,MR. SheepXD,Doesn’t load,ca
223,2021-05-12 20:54:06,Often nothing happens and you’re just clueless as to what to do. Definitely missing an option to allow to reload or re-sync or at least instructions or hints instead of empty screen with no option or action.,2,False,EcoVoy,Great but not so great,ca
224,2021-03-31 03:40:19,"iPad and phone, it doesn’t let me do anything. Shows me a wifi icon and suggests I can log out, but that does nothing as well. I have a bunch projects and designs in my Figma account, but absolutely nothing shows here.",1,False,RSB0123,Useless.,ca
225,2020-11-23 20:14:23,The mirror app flickers a lot when showing a frame. My internet connection is strong but I guess the app has a hard time keeping a stable connection,5,False,johndoe991711,Screen Flickering,ca
226,2020-02-25 02:20:35,"This is a phenomenal app, you can view design right on your phone instead of a simulator. The wifi connection is magic. No set up necessary, super responsive. Best of all if you have a prototype, you can tap around on your phone and have animations between cleverness mimicking the actual look and feel of the app. Awesome job devs!! ~ very happy customer",5,False,simonxca,Great way to preview your designs!,ca
227,2020-11-17 23:55:13,"Hi. App works great on my wifi, but a couple of hours in it consumed 65% of my battery. Very impressive! But worth fixing.",4,False,nickname available,"App works for me, but major battery killer",ca
228,2020-10-18 23:45:13,Can’t preview anything and can’t log out,1,False,lbb0309,Weird app,ca
229,2020-09-29 14:09:36,"Has not opened once on loading, gives this strange wi-fi icon and a log out link despite having a good wi-fi connection. Even the log out link doesn’t work",1,False,Ash-WW-N,Does this app even work?,ca
230,2020-05-22 00:42:04,I just wish there was a way to lock onto a frame on the phone because when I tap I think it takes me to the screen of the master component.,4,False,Iwantcandy75,It’s useful for seeing how your UI will look on a real device,ca
231,2020-04-15 06:10:34,The App gets stuck when you login with Google.,1,False,Sam Dayani,Crashes when you login with google account,ca
232,2018-08-27 21:28:15,"The web browser version still has the navigation show so would be nice to send a link that opens in a figma mirror app. 

Alex",4,False,rand_734,Great for previews would be nice for client demo,ca
233,2018-06-05 00:45:26,"I was very disappointed when I found out that you can’t interact with a prototype within this app, I really hope you could add this!",3,False,Benjamin Six,Lacking Something Huge!,ca
234,2022-07-13 07:35:50,"Google sign in a pain, need to make it easier that email and password all the time, takes away the benefit of the login",5,False,Glimmer888,Great app,gb
235,2022-07-12 23:58:18,"I love that they added file exploration within the app, and decoupled the need for Figma to be mirrored from another device.

That said, I feel like they moved on to bigger and better things before they got the fundamentals right. A lot of people do in fact prioritise using Figma mirror, but every time I navigate away from the Figma app (usually to cross reference production or some inspiration) I get black screened and have to exit, then restart the mirroring process.

And if I have to keep logging out and back in rather than just getting feature parity with the Mac app to be able to switch accounts - I’m going to go back to Sketch (not really)",3,False,Josh Thorley,Can’t get the original features right,gb
236,2021-12-17 11:16:35,"I was a big fan of the mirror previous to the newest update however now the app refreshes on every desktop click and defaults to whatever frame was created first, meaning I have to constantly go through the process of getting back to the frame I’m focusing on. It also crashes upon the creation of every new frame which is a lot.

Can’t stress enough that I’ve been a big fan of the simple previous mirror and that the new update does introduce some great new ideas but the current bugs are causing some major issues. Hopefully we see some patches soon!",3,False,Dan_Irv,New update has caused some issues,gb
237,2022-04-07 11:24:32,"The figma app on IPad is subpar. You cannot use it very well or intuitively on any device that isn’t desktop. Eg buttons will be disabled randomly, you wont be able to view multiple pages in the same file (the button will be disabled). When colleagues invite you to work stations you are redirected to desktop and not the app. Overall a very poor experience which has impacted my ability to see the files I need and utilise this properly at work.",1,False,Christianacici,Does not work like desktop,gb
238,2022-04-11 13:53:36,"I think this app has potential t be great but need to fix all the bugs and glitches.

Also add more easy to use editing.

A perfect example, in figjam I create a text box with a paragraph in it, if I want to change the color of just one of the words in the paragraph this is an easy editing task, however currently with Figma I can only change the color of every word and thats it.

This is one of many minor nuances which need to be fixed before it can be highly ranked, but I like the overall look, feel & interface so if you can work out these kinks it can be great. Look forward to seeing the direction they go",3,False,l99z99,"Great potential, just not quite there yet",gb
239,2022-10-29 23:47:33,"This is a great app and improved massively. However, you cannot play in preview iPhone prototypes. When you start the play the prototype is massively zooms in passed the iPad dimensions and becomes unusable. This would be a useful picture when working on iPhone designs on the iPad",4,False,jbullimore,"Great app, simple optimisation missing",gb
240,2023-01-10 15:30:25,"Mirror used to work well but now extremely frustrating to use. 

- please let us just log into different accounts and quickly switch like on desktop app. Having to log in and out to different accounts just to use mirror is frustrating.

- mirror will stop working if it is active and you switch apps for a second. The last active screen will stay on screen and never change until you force quit and restart the app

Please fix these issues",3,True,D.dotz,Gone downhill quickly,gb
241,2022-01-06 12:08:49,Finally a mature product for us designers.,5,False,rubbgh,Top tool for mobile design,gb
242,2022-04-01 16:57:59,"Great start, looking forward to more updates!",5,False,eoghanoneill,"Cool, but we need 2 finger tap to undo!",gb
243,2023-02-03 13:21:34,Using the app for mirroring 90% of the time. Mirroring often crashes or won’t navigate to correct screens after some time mirroring or when app was minimised and brought back (would get stuck on same screen or show black screen; “restart” won’t help),1,False,1lebedev,Unreliable mirroring,gb
244,2022-02-09 15:16:09,it’s a shame that the iPad application is limited to viewing only and no editing or productivity features added. For example add post it notes on a board,2,False,calliopeworks,I was hoping I would be able to edit,gb
245,2022-12-05 15:43:38,"In most cases mirror does not mirror what’s on figma, it crashes all the time and it’s very slow.

The core usability of it has been getting consistently worse. 

Focus less on new features and more on what everyones needs which is for it to predictably work.",1,False,BlakeFolgado,"Has become very inconsistent, broken",gb
246,2021-12-19 08:41:23,App is excellent. Thank you so much for making me life as a designer 1000x easier.,5,False,Khalil11,Amazing,gb
247,2022-02-23 15:31:29,Does what it says on the tin,4,False,J Stone UK,Getting better,gb
248,2022-11-22 11:42:36,The app is half-finished. There is no way to go back after you press the Present button etc.,2,False,nikolag00,Not working,gb
249,2022-03-30 11:10:10,"Hey guys love the app but it keeps freezing on my iPad m1 latest edition. I have to then close and re open the app which is super frustrating! 

Please fix this! 🙏🙏🙏",2,False,Harry Roper,Love this all but unusable on iPad still,gb
250,2022-05-04 08:47:30,"Mirror only seems to display preview versions of raster images, which makes pixel perfect design next to impossible",2,False,PDJM,Please fix the low resolution image bug,gb
251,2022-03-18 21:18:04,I was excited by figjam coming to iPad. But the Apple Pencil drawing support is dreadful. It’s really laggy and not very responsive. Not smooth at all like other iPad apps.,2,False,devanealex,Apple Pencil support is poor,gb
252,2022-04-28 16:09:49,File is too big to view on iPhone even though there isn’t much in it,1,False,andrew)(&^%$££@@,Can’t view files on iPhone,gb
253,2022-06-08 16:47:07,I have to kill the app so many times just to mirror the correct frame. WHY is this such a buggy app!!?? 😫,1,False,ShivamTiwari,It never works,gb
254,2021-11-16 11:59:49,"This app is amazing for testing designs quickly and easily on mobile and ipad!

HOWEVER…one ask that is quite annoying is that you cannot seem to hide the hotspots lighting up on ipad and mobile which means that it is unusable for real usability testing as it helps to user too much. Whereas you can hide this feature on desktop figma.",5,False,Haydjk,Brilliant app to show product owners designs and prototypes,gb
255,2022-02-18 22:08:59,It doesn’t let me log in!,1,False,vicerd,Doesn’t work,gb
256,2022-08-24 14:48:55,As title says,1,False,deadturbo,Useless without comments,gb
257,2022-06-25 16:46:17,"it’s not Figma AND figjam, it’s just figjam",2,False,Archiechee,where’s Figma,gb
258,2018-05-24 13:05:32,"Unlike a competitor (who shall not be named), Figma’s mirror app actually is reliable, and remains connected even when your phone goes from WiFi to cellular etc. My one request would be to integrate the prototyping function into this app, so that mobile designs can be made interactive in situ. Otherwise great work!",5,False,Ragniblov,Stable! Reliable! Free!,gb
259,2020-06-23 07:00:26,"I got this app about 2 years ago and it’s been great for quickly evaluating designs on a device. The main problem is that it automatically scales designs to fit the screen, so a design meant for iPhone 5 looks ridiculous on an iPad. It’s free, so I can see why it’s not a comprehensive solution for testing on mobile, but in 2 years nothing has really changed. I think it’s been somewhat forgotten about.",3,False,Chrismhs,Disappointing,gb
260,2018-08-09 19:48:36,"Really neat! Love how easy it is. It would be nice to be able to pin a layer so I can see how the design looks as a whole whilst editing

Only criticism is that the scroll performance is terrible on my SE 😞",5,False,Jacobp100,Awesome!,gb
